Date,Close,High,Low,Open,Volume,Ticker
2019-01-01,3903.288818359375,3908.3029132985653,3861.473477094278,3894.331902521806,92921,ULTRACEMCO.NS
2019-01-02,3900.270751953125,3912.7811502487634,3868.9699174888597,3894.3318008803226,143828,ULTRACEMCO.NS
2019-01-03,3797.0224609375,3908.935780258729,3773.559015349394,3904.0678652148204,223538,ULTRACEMCO.NS
2019-01-04,3811.13916015625,3824.2338032120124,3751.215082427669,3824.2338032120124,220079,ULTRACEMCO.NS
2019-01-07,3823.0166015625,3880.1171428091225,3810.457477396538,3831.0486603803242,220371,ULTRACEMCO.NS
2019-01-08,3812.8427734375,3839.2754541974628,3738.558350344255,3811.577068124416,271012,ULTRACEMCO.NS
2019-01-09,3716.40966796875,3830.9516116470245,3699.615361394001,3813.524571205343,248627,ULTRACEMCO.NS
2019-01-10,3717.334716796875,3745.373955894706,3703.5586118536116,3719.0872138075842,138524,ULTRACEMCO.NS
2019-01-11,3670.60205078125,3749.803111508937,3652.0067607722194,3717.334028055489,248857,ULTRACEMCO.NS
2019-01-14,3676.833740234375,3696.6460121403975,3639.204613775647,3670.6026662716336,198557,ULTRACEMCO.NS
2019-01-15,3726.53466796875,3743.42642715735,3671.4300158429696,3691.8265310222814,298881,ULTRACEMCO.NS
2019-01-16,3784.317138671875,3804.7623817673493,3733.8854914981384,3741.4794864718333,201711,ULTRACEMCO.NS
2019-01-17,3744.838134765625,3811.3338985750547,3709.351083356781,3789.18488620068,235993,ULTRACEMCO.NS
2019-01-18,3719.038330078125,3757.0567937333008,3671.9657346837507,3757.0567937333008,237908,ULTRACEMCO.NS
2019-01-21,3747.8564453125,3765.332212438332,3689.879530741119,3709.3511905339483,279969,ULTRACEMCO.NS
2019-01-22,3758.51708984375,3784.3170387832292,3700.4914492279304,3748.294468565843,220491,ULTRACEMCO.NS
2019-01-23,3748.92724609375,3783.392226561127,3739.2888695673455,3759.977508108856,171340,ULTRACEMCO.NS
2019-01-24,3690.56103515625,3776.090396889193,3670.4566412576864,3754.136052673629,808713,ULTRACEMCO.NS
2019-01-25,3418.05517578125,3699.615326228629,3388.1174991282155,3699.615326228629,1593195,ULTRACEMCO.NS
2019-01-28,3285.306884765625,3417.2760990343695,3244.4164015293163,3417.2760990343695,1260559,ULTRACEMCO.NS
2019-01-29,3319.5771484375,3417.1788432338208,3280.974677941155,3285.84259289359,754743,ULTRACEMCO.NS
2019-01-30,3351.267578125,3375.704608128014,3276.1070130604808,3329.6540816246197,303793,ULTRACEMCO.NS
2019-01-31,3426.37939453125,3446.4837882193992,3341.434278564543,3362.7556509914702,621043,ULTRACEMCO.NS
2019-02-01,3391.6220703125,3445.071915646993,3354.966768168544,3436.7477340786304,745604,ULTRACEMCO.NS
2019-02-04,3356.427490234375,3404.522396758365,3312.12946244448,3388.1176653453804,320227,ULTRACEMCO.NS
2019-02-05,3370.300537109375,3380.2797616360945,3319.91762303545,3356.4269810600335,286515,ULTRACEMCO.NS
2019-02-06,3417.616943359375,3441.518214207597,3350.0988718906992,3392.8390675657674,341588,ULTRACEMCO.NS
2019-02-07,3476.2265625,3511.5676702371093,3405.1062822474955,3416.983946401452,367134,ULTRACEMCO.NS
2019-02-08,3463.8134765625,3493.1669075091672,3422.387474387983,3441.6157377032982,287105,ULTRACEMCO.NS
2019-02-11,3358.27734375,3471.4078865415577,3349.2232113595774,3471.4078865415577,206491,ULTRACEMCO.NS
2019-02-12,3361.149658203125,3405.8857534156728,3324.8349615984193,3349.1258120282364,266527,ULTRACEMCO.NS
2019-02-14,3402.5751953125,3411.1915001002435,3336.128154318753,3362.7557449436295,156493,ULTRACEMCO.NS
2019-02-15,3348.590087890625,3397.7073039649995,3278.102771955143,3397.7073039649995,276417,ULTRACEMCO.NS
2019-02-18,3338.659423828125,3367.6235173934488,3290.7104622115808,3360.808436554549,270262,ULTRACEMCO.NS
2019-02-19,3375.996337890625,3412.359518516536,3320.063807170836,3320.063807170836,213945,ULTRACEMCO.NS
2019-02-20,3478.95263671875,3501.977777795997,3379.4037827349744,3382.3245315071144,243815,ULTRACEMCO.NS
2019-02-21,3535.3232421875,3557.472255271084,3465.955453958692,3488.3478627904474,394248,ULTRACEMCO.NS
2019-02-22,3529.919677734375,3567.694743983634,3509.6206157066704,3535.0797149418954,216855,ULTRACEMCO.NS
2019-02-25,3618.41845703125,3626.0609405106648,3521.449500939159,3524.370249764931,445514,ULTRACEMCO.NS
2019-02-26,3688.4677734375,3715.192578171494,3578.939690354614,3592.5211251186615,700811,ULTRACEMCO.NS
2019-02-27,3786.361328125,3801.8412010631173,3701.2700405748724,3709.350826133285,681050,ULTRACEMCO.NS
2019-02-28,3725.4150390625,3811.5771273826444,3689.879262523684,3811.5771273826444,718074,ULTRACEMCO.NS
2019-03-01,3775.895751953125,3796.4869374838613,3725.4641046298775,3738.461295164406,270365,ULTRACEMCO.NS
2019-03-05,3857.5302734375,3873.5943919312913,3767.8147006834824,3791.034511164365,367903,ULTRACEMCO.NS
2019-03-06,3873.5458984375,3913.8036504658958,3831.828009603823,3858.309419601081,349217,ULTRACEMCO.NS
2019-03-07,3809.435302734375,3882.4540218459347,3797.3142429000845,3873.6917755525474,382836,ULTRACEMCO.NS
2019-03-08,3867.071533203125,3880.8476370679587,3782.8566068128757,3821.118464838237,253766,ULTRACEMCO.NS
2019-03-11,3942.183349609375,3950.3128624063766,3851.153342798532,3870.479059641787,389964,ULTRACEMCO.NS
2019-03-12,3987.552490234375,4038.3737119420184,3943.497860390487,3956.543777245695,609648,ULTRACEMCO.NS
2019-03-13,3919.30419921875,4030.6335072304296,3905.090030431133,3990.7166053472292,380923,ULTRACEMCO.NS
2019-03-14,3859.4287109375,3953.866255980789,3828.128114538271,3930.2568697199667,301915,ULTRACEMCO.NS
2019-03-15,3812.648193359375,3884.5958765478003,3801.841327799288,3884.5958765478003,339118,ULTRACEMCO.NS
2019-03-18,3865.319091796875,3873.8866695416827,3814.5468345695936,3844.679180201082,286827,ULTRACEMCO.NS
2019-03-19,3872.9130859375,3906.014907184829,3855.437319023097,3865.3190911719403,370780,ULTRACEMCO.NS
