Date,Close,High,Low,Open,Volume,Ticker
2019-01-01,388.3868408203125,392.0871663371908,380.3808954184022,390.534794106072,4270610,SRF.NS
2019-01-02,389.0019226074219,393.10254970262974,382.7338560936898,388.0158425519388,2339435,SRF.NS
2019-01-03,385.8777160644531,392.8780362645504,383.70047364286813,387.6058219751111,1603875,SRF.NS
2019-01-04,389.19720458984375,391.19868342659436,380.33204836550465,386.72707328899617,2042705,SRF.NS
2019-01-07,390.114990234375,392.42890420451664,385.95578499461175,392.42890420451664,1622010,SRF.NS
2019-01-08,395.4750671386719,396.74429333430334,388.56261421346636,391.4623363268296,2666585,SRF.NS
2019-01-09,397.71087646484375,401.811473921136,395.46528352396547,395.8070074275165,2222815,SRF.NS
2019-01-10,400.2981262207031,401.27446311392436,393.65904726497376,398.5407317310799,1901925,SRF.NS
2019-01-11,399.59515380859375,404.164403218972,398.0134928431118,400.2981175483009,1734845,SRF.NS
2019-01-14,395.69964599609375,401.12807753718573,390.82770392145426,400.3177011111765,1262745,SRF.NS
2019-01-15,404.49639892578125,405.9218723694037,395.699622996229,395.699622996229,1685830,SRF.NS
2019-01-16,398.57977294921875,408.050252950121,396.4123038044472,404.92596290156155,1426305,SRF.NS
2019-01-17,400.47393798828125,402.44615796716346,396.88102466985174,400.98165234107546,1194125,SRF.NS
2019-01-18,404.4281005859375,406.70295276665803,399.30233115406924,400.68871305781295,1164140,SRF.NS
2019-01-21,397.5351257324219,406.93722545449015,394.6744358482004,406.54669663682876,757155,SRF.NS
2019-01-22,404.828369140625,406.3514524061037,392.4972286372602,395.90463507413455,1261295,SRF.NS
2019-01-23,402.1629638671875,408.0795635067319,400.5031791042253,404.21327745807037,1016385,SRF.NS
2019-01-24,409.065673828125,411.7603436005471,397.62300336437863,403.03188871767617,1004735,SRF.NS
2019-01-25,405.4434509277344,417.4817026944413,401.5381029694991,410.9792947685267,1899620,SRF.NS
2019-01-28,392.1067199707031,404.5940795530514,385.85816862458495,404.5940795530514,1396920,SRF.NS
2019-01-29,395.58245849609375,397.95495015380743,387.9963012611809,392.9853986116176,1171560,SRF.NS
2019-01-30,397.4081726074219,398.7750382824996,391.9699690263028,394.45961615607166,719990,SRF.NS
2019-01-31,392.75103759765625,399.3217957205899,390.22232857918135,397.4862775646775,1743590,SRF.NS
2019-02-01,383.9835510253906,393.8543028669397,382.8314508290117,393.8543028669397,1678700,SRF.NS
2019-02-04,384.2959899902344,388.3868443796207,380.3027752593575,382.41166674230965,2218100,SRF.NS
2019-02-05,395.0845642089844,398.89227284108534,382.3726662232187,396.392852313581,8313810,SRF.NS
2019-02-06,434.12823486328125,437.39896972545023,397.5448868062569,397.5448868062569,8450785,SRF.NS
2019-02-07,434.6651916503906,440.37673857197774,429.9983025476888,436.42258611927326,2795180,SRF.NS
2019-02-08,433.15191650390625,438.37532556268354,430.56462933884956,431.5409663668288,1384255,SRF.NS
2019-02-11,432.5253601074219,436.43150069383825,422.2753859707248,434.32668892080375,1541070,SRF.NS
2019-02-12,430.0680847167969,437.7727215150361,428.13948313377836,435.43293309969243,1037395,SRF.NS
2019-02-14,439.79925537109375,446.8087922500505,424.0963559277158,429.7744575392359,2667650,SRF.NS
2019-02-15,431.0275573730469,439.79925547805584,423.9984515458941,438.8007014344262,1869070,SRF.NS
2019-02-18,427.4542236328125,430.75339828951155,423.50891529352907,429.97022224312195,1070110,SRF.NS
2019-02-19,427.0038757324219,435.3643856347141,425.271053262518,427.4248320876106,1286440,SRF.NS
2019-02-20,432.4372863769531,433.70995501763275,426.89622729481465,426.89622729481465,1022715,SRF.NS
2019-02-21,431.8009338378906,437.8021168448403,429.2261984318582,432.1239857518548,1249650,SRF.NS
2019-02-22,430.7827453613281,432.4372323131177,426.19130356630257,429.77439206020046,1324240,SRF.NS
2019-02-25,438.1153259277344,441.3263953090181,428.5702228425962,429.18698812983575,2710690,SRF.NS
2019-02-26,434.3854675292969,436.9210353366486,431.7813635950901,435.64836666543096,1571595,SRF.NS
2019-02-27,441.10125732421875,442.971122169093,435.25671596133935,436.52938444939525,2445650,SRF.NS
2019-02-28,449.3834533691406,451.899451821557,437.70417026875924,437.70417026875924,2921595,SRF.NS
2019-03-01,447.55279541015625,457.94961154425636,444.5571036385088,450.33310928231424,2174925,SRF.NS
2019-03-05,453.9945373535156,455.05185798439265,446.6130112650505,446.6130112650505,1540175,SRF.NS
2019-03-06,462.237548828125,465.07659927697824,452.34979461720474,454.0532189112666,1970940,SRF.NS
2019-03-07,460.2502746582031,465.6053244062762,458.57621848504084,462.0809720341547,957670,SRF.NS
2019-03-08,460.8376159667969,462.90325995899,456.559426456382,458.9481522265847,894450,SRF.NS
2019-03-11,465.1059875488281,466.91711580322107,458.43910198165196,459.143972388044,910040,SRF.NS
2019-03-12,464.8417053222656,470.99949999723515,461.69914168788915,465.4193029373798,901745,SRF.NS
2019-03-13,470.5687561035156,474.8077482152262,459.3397964094374,459.3397964094374,918085,SRF.NS
2019-03-14,462.3256530761719,475.78669644260356,460.61242937498963,473.3881713104483,1615070,SRF.NS
2019-03-15,473.4566955566406,476.76566945957853,461.8067806559789,464.0290657314803,4452460,SRF.NS
2019-03-18,471.43023681640625,479.60476792342644,469.52123390300204,476.413296990228,1275885,SRF.NS
2019-03-19,469.2079162597656,473.4371385097786,467.24994631545405,472.0665655240106,1063220,SRF.NS
2019-03-20,470.2847900390625,472.8497258004718,464.9884779309715,471.06796604019917,1250950,SRF.NS
2019-03-22,480.58380126953125,482.80611666747006,468.9338840298447,470.85268654695346,2491155,SRF.NS
2019-03-25,476.1978759765625,485.1849507124109,473.8580875885013,479.702628977419,2584945,SRF.NS
2019-03-26,482.66900634765625,485.18500513993695,471.0876261515648,476.1979293959282,1370330,SRF.NS
2019-03-27,476.755859375,482.63956833847107,473.24130707711714,482.63956833847107,1556865,SRF.NS
2019-03-28,479.9180908203125,482.38512258833106,466.85843279312377,479.4090293090165,755325,SRF.NS
