Date,Close,High,Low,Open,Volume,Ticker
2019-01-01,213.9750213623047,216.85683983183068,212.8703301453944,216.61668829270351,5015702,HINDALCO.NS
2019-01-02,206.09803771972656,210.5168169000659,205.2334834517553,210.3246986153008,10991026,HINDALCO.NS
2019-01-03,200.95880126953125,207.20274117061606,199.90214331165183,205.85789843961084,8656029,HINDALCO.NS
2019-01-04,202.59185791015625,204.0327673253286,199.37383567755114,201.72731812412826,17408469,HINDALCO.NS
2019-01-07,200.3343963623047,206.29015099140423,199.70999362988488,205.37757816768243,8143876,HINDALCO.NS
2019-01-08,198.3651885986328,201.295040562741,197.2124640419459,200.286401079007,13402916,HINDALCO.NS
2019-01-09,197.5966796875,201.00683440949712,195.09911252290186,200.28637980587882,13253349,HINDALCO.NS
2019-01-10,195.96365356445312,198.50925398542654,195.05108065831283,197.8848658543007,9291967,HINDALCO.NS
2019-01-11,197.74078369140625,199.75804783067562,195.96365643419787,195.96365643419787,13314252,HINDALCO.NS
2019-01-14,198.02896118164062,198.4612456954214,195.3872941461181,197.40457301813748,5204874,HINDALCO.NS
2019-01-15,200.28639221191406,200.76669531074361,197.54865868551082,199.1817009476811,7173758,HINDALCO.NS
2019-01-16,200.19032287597656,202.20760172538544,198.413210230247,201.53518032814486,8209760,HINDALCO.NS
2019-01-17,197.88487243652344,200.4785061825521,197.21245104424742,200.28638787871424,6537377,HINDALCO.NS
2019-01-18,200.57456970214844,201.15092460515305,197.8368362753944,198.50925765774318,6258424,HINDALCO.NS
2019-01-21,199.46986389160156,201.63122775843527,197.02032990200613,200.86275455415498,4883723,HINDALCO.NS
2019-01-22,195.5313720703125,198.22107204723685,193.0818236152977,198.22107204723685,7665916,HINDALCO.NS
2019-01-23,197.35653686523438,199.1336641623517,195.43532450410737,195.53139098523854,5821081,HINDALCO.NS
2019-01-24,196.9722900390625,198.07698122633496,195.24319607219948,197.88486293172494,3917176,HINDALCO.NS
2019-01-25,196.3959197998047,199.75804124543785,195.24319537855345,198.07698052262126,4381964,HINDALCO.NS
2019-01-28,192.1212158203125,198.36515533447266,190.48818841737696,196.39590994077733,5741120,HINDALCO.NS
2019-01-29,191.68896484375,192.79365608014425,189.6716860164274,191.2566949972343,4458350,HINDALCO.NS
2019-01-30,197.69273376464844,198.12500356816915,192.50545214934326,192.50545214934326,5619506,HINDALCO.NS
2019-01-31,200.28639221191406,201.72730150840266,196.2998823547039,197.98094320060727,6553608,HINDALCO.NS
2019-02-01,203.07212829589844,203.98471583780437,195.4833457963623,199.8060733446848,10475839,HINDALCO.NS
2019-02-04,196.15577697753906,201.63122921486425,193.51411001010536,201.63122921486425,6196724,HINDALCO.NS
2019-02-05,196.68409729003906,200.52652165712163,194.71485187037212,197.788788432501,4765441,HINDALCO.NS
2019-02-06,203.07212829589844,203.74456430734202,194.52273967451285,197.5006245153206,5888996,HINDALCO.NS
2019-02-07,200.95880126953125,204.27288951626207,199.99819513090281,203.55243491229072,6215565,HINDALCO.NS
2019-02-08,197.78880310058594,200.9107731303669,196.34789385607166,200.71865482930235,3958618,HINDALCO.NS
