Date,Close,High,Low,Open,Volume,Ticker
2019-01-01,217.3504180908203,218.00391133805516,215.1207700835593,216.96599925688753,2490548,ITC.NS
2019-01-02,215.73585510253906,217.77327023739,213.3908861289408,217.004432566649,9934187,ITC.NS
2019-01-03,214.39039611816406,217.15821651503367,213.54466996036163,215.7358620855111,6114946,ITC.NS
2019-01-04,216.00494384765625,217.54261912412844,214.62102202099365,214.62102202099365,7805148,ITC.NS
2019-01-07,216.54315185546875,219.31097250254004,216.04341200074936,218.58056724044258,9757529,ITC.NS
2019-01-08,218.54214477539062,219.503192025942,216.31251984672488,216.81225972439807,7480522,ITC.NS
2019-01-09,223.27047729492188,224.26998044501974,218.8112277423807,219.5800654902717,12182118,ITC.NS
2019-01-10,222.65542602539062,225.80766561946947,222.11723019357217,223.53958478074924,10288580,ITC.NS
2019-01-11,227.0762176513672,227.57595745993322,224.11618783638693,224.42371822142263,16773035,ITC.NS
2019-01-14,226.26890563964844,226.65332445552488,222.96291320833603,226.422682551224,6400147,ITC.NS
2019-01-15,227.99876403808594,228.65228064238164,226.03823768825865,226.99928461720532,7213165,ITC.NS
2019-01-16,226.0767059326172,227.99880009447608,224.26995619092065,227.57594876409254,7784035,ITC.NS
2019-01-17,225.99984741210938,227.26842490267177,223.07825012453398,226.11516837251247,10601100,ITC.NS
2019-01-18,224.07772827148438,226.88398082345893,223.4626441126421,225.46162656852178,10994807,ITC.NS
2019-01-21,222.88600158691406,225.42317958583473,221.9634106025375,225.15408175007738,8203333,ITC.NS
2019-01-22,222.77073669433594,223.7317838759336,219.2340783734434,222.84762516147694,10329563,ITC.NS
2019-01-23,213.19869995117188,226.34583024657059,211.430382500936,224.11620545099217,40188183,ITC.NS
2019-01-24,214.4288330078125,217.85017020862432,213.62156279610247,214.73636339974655,28026449,ITC.NS
2019-01-25,214.65948486328125,217.35041668338582,214.12128911403497,215.2745456083655,8897906,ITC.NS
