Date,Close,High,Low,Open,Volume,Ticker
2019-01-01,16577.853515625,16951.93142624815,16268.676871092035,16857.923596228626,12171,SHREECEM.NS
2019-01-02,16545.330078125,16797.369520366865,16381.293266402668,16574.436644856705,13931,SHREECEM.NS
2019-01-03,16553.580078125,16927.657927585584,16408.6367387409,16477.006058485655,24843,SHREECEM.NS
2019-01-04,16347.2001953125,16623.510274645992,16222.475796078958,16457.567801718786,30506,SHREECEM.NS
2019-01-07,16527.498046875,16589.226909397676,16408.73117361565,16555.13954438585,11758,SHREECEM.NS
2019-01-08,16363.5615234375,16505.13599582286,16225.993065901017,16458.64333206249,10883,SHREECEM.NS
2019-01-09,15964.6279296875,16545.86446215099,15842.441610567193,16481.8903101324,23593,SHREECEM.NS
2019-01-10,16111.8671875,16213.297586356855,15920.090652496372,16086.325978752855,9641,SHREECEM.NS
2019-01-11,15542.4970703125,15978.400177273967,15451.468003574322,15950.759625653465,47981,SHREECEM.NS
2019-01-14,15135.5517578125,15705.410257966318,15042.569287413164,15705.410257966318,43144,SHREECEM.NS
2019-01-15,15254.8583984375,15508.11774484825,15100.002053840168,15138.923355910561,23989,SHREECEM.NS
2019-01-16,15454.349609375,15529.60451470406,15286.990689062284,15392.86585859975,16308,SHREECEM.NS
2019-01-17,15543.9609375,15861.682754121352,15359.852119818233,15529.603189072013,16720,SHREECEM.NS
2019-01-18,15227.068359375,15606.762259389883,15114.503158148724,15529.602598679463,16832,SHREECEM.NS
2019-01-21,15313.4580078125,15382.120147762169,15051.017301226428,15197.522985534277,6880,SHREECEM.NS
2019-01-22,15546.7451171875,15821.638835341128,14870.328493614956,15256.126835485426,97794,SHREECEM.NS
2019-01-23,15728.2158203125,16250.899674556984,15451.51559470333,15490.535134686046,50789,SHREECEM.NS
2019-01-24,15793.849609375,15871.448976827389,15247.725831177098,15632.596069295649,27535,SHREECEM.NS
2019-01-25,15356.9228515625,15938.159411336852,15150.691281740466,15847.033057614095,34071,SHREECEM.NS
